时间,LD1电流(A),LD1电压(V),LD2电流(A),LD2电压(V),PD温度(℃),PD功率(W),TEC1温度(℃),TEC1电流(A),TEC1功率(W),TEC2温度(℃),TEC2电流(A),TEC2功率(W),TEC3温度(℃),TEC3电流(A),TEC3功率(W),TEC4温度(℃),TEC4电流(A),TEC4功率(W),
2025年12月13日 18:58:46.060,0.5,1.1,0.4,1.2,2338.0,2120.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:58:47.060,0.5,1.1,0.5,1.2,2343.0,2176.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 19:05:59.061,0.5,1.2,0.5,1.3,2455.0,2230.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:00.060,0.5,1.2,0.5,1.3,2416.0,2265.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:01.061,0.5,1.2,0.5,1.3,2444.0,2203.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:02.060,0.5,1.2,0.5,1.3,2458.0,2217.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 19:06:03.061,0.5,1.3,0.5,1.3,2447.0,2258.0, -259.7,-19.8,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:04.061,0.5,1.1,0.5,1.2,2515.0,2227.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:05.061,0.5,1.2,0.5,1.3,2458.0,2222.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:06.061,0.5,1.2,0.5,1.3,2353.0,2183.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 19:06:07.061,0.5,1.2,0.5,1.3,2394.0,2160.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:08.061,0.5,1.1,0.5,1.3,2372.0,2158.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 19:06:09.060,0.5,1.2,0.5,1.3,2380.0,2191.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:10.061,0.5,1.2,0.5,1.2,2391.0,2213.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:19.060,0.5,1.1,0.5,1.3,2416.0,2137.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:20.060,0.5,1.1,0.5,1.3,2360.0,2148.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:21.060,0.5,1.1,0.5,1.2,2352.0,2181.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:22.061,0.5,1.2,0.5,1.2,2397.0,2182.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:23.061,0.5,1.2,0.5,1.2,2516.0,2234.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:24.060,0.5,1.1,0.5,1.2,2372.0,2229.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:25.061,0.5,1.1,0.5,1.2,2410.0,2204.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:26.059,0.5,1.1,0.5,1.2,2388.0,2211.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:27.060,0.5,1.1,0.5,1.3,2332.0,2156.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:32.063,0.5,1.1,0.4,1.2,2351.0,2107.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:33.060,0.5,1.1,0.5,1.2,2375.0,2187.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 19:06:34.061,0.4,1.1,0.5,1.1,2446.0,2212.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:35.060,0.5,1.1,0.5,1.2,2398.0,2153.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:36.060,0.4,1.1,0.5,1.2,2353.0,2180.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:37.060,0.5,1.2,0.5,1.2,2317.0,2246.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:06:38.061,0.5,1.2,0.5,1.2,2400.0,2132.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:06:39.060,0.5,1.1,0.5,1.2,2331.0,2189.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:21:45.061,0.4,1.0,0.4,1.1,2396.0,2046.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:21:46.062,0.4,1.0,0.4,1.0,2442.0,2039.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:21:47.061,0.4,0.9,0.4,1.1,2165.0,2098.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:21:48.060,0.5,1.1,0.4,1.1,2268.0,2060.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:21:49.061,0.4,0.9,0.4,1.1,2173.0,2115.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:21:50.061,0.4,1.0,0.4,1.1,2165.0,2084.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:21:51.060,0.4,1.0,0.4,1.1,2419.0,2033.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:21:52.060,0.4,1.0,0.4,1.0,2351.0,2082.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:27.060,0.5,1.1,0.4,1.1,2383.0,2073.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:28.061,0.4,0.9,0.4,1.0,2454.0,2064.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:46.060,0.4,1.0,0.4,1.1,2273.0,2070.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:47.060,0.4,1.0,0.4,1.0,2318.0,2083.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:48.060,0.4,0.9,0.4,1.0,2366.0,2082.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:49.060,0.4,1.0,0.4,1.1,2285.0,2095.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.0,0.0,
2025年12月13日 19:22:50.061,0.4,1.0,0.4,1.1,2347.0,2075.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:55.059,0.4,1.0,0.4,1.0,2258.0,2108.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:56.061,0.4,1.0,0.4,1.0,2392.0,2027.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:57.061,0.4,1.0,0.4,1.1,2240.0,2113.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 19:22:58.061,0.4,0.9,0.4,1.0,2394.0,2034.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:39:36.988,0.4,1.1,0.4,1.1,2374.0,2014.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:39:37.988,0.4,1.0,0.4,1.1,2438.0,2018.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 20:39:38.989,0.4,1.0,0.4,1.0,2300.0,2061.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 20:39:39.989,0.4,1.0,0.4,1.0,2309.0,2050.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 20:39:40.999,0.4,1.0,0.4,1.0,2461.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:39:41.989,0.4,1.0,0.4,1.1,2152.0,2112.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 20:39:42.989,0.4,1.0,0.4,1.0,2317.0,2043.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:39:43.988,0.4,1.0,0.4,1.1,2198.0,2056.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 20:41:04.988,0.4,0.9,0.3,0.9,2347.0,2000.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:05.989,0.4,0.9,0.4,1.0,2157.0,2069.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:06.988,0.4,0.9,0.4,1.0,2357.0,2007.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:07.989,0.4,0.9,0.4,1.0,2149.0,2066.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:08.989,0.4,0.9,0.4,1.0,2287.0,2038.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:09.989,0.4,1.0,0.4,1.0,2357.0,1975.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:10.989,0.4,0.9,0.4,1.0,2223.0,2055.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 20:41:11.988,0.4,0.9,0.4,1.0,2262.0,2048.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:12.988,0.4,1.0,0.4,0.9,2312.0,2001.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:13.988,0.4,0.9,0.4,1.0,2311.0,1990.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:14.989,0.4,0.9,0.4,1.0,2322.0,1954.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:15.988,0.4,0.9,0.4,1.0,2399.0,1993.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 20:41:16.988,0.4,0.9,0.4,1.0,2118.0,2067.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:17.988,0.4,1.0,0.4,0.9,2383.0,2035.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:18.989,0.4,1.0,0.4,1.0,2421.0,1991.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 20:41:19.988,0.4,0.9,0.4,1.0,2266.0,2063.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:20.989,0.4,0.9,0.4,0.9,2356.0,1994.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:21.989,0.4,1.0,0.4,1.0,2129.0,2051.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:40.988,0.4,0.9,0.4,1.0,2208.0,2110.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:41.988,0.4,0.9,0.4,1.0,2326.0,2005.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:42.989,0.4,0.9,0.4,0.9,2229.0,2048.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:43.989,0.4,0.9,0.4,1.0,2191.0,2043.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:44.988,0.4,0.9,0.4,0.9,2273.0,2066.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:45.989,0.4,1.0,0.4,1.0,2199.0,2055.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:46.989,0.4,0.9,0.4,1.0,2264.0,2004.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:54.988,0.4,0.9,0.4,1.0,2240.0,2061.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:55.988,0.4,1.0,0.4,1.0,2287.0,2052.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:56.989,0.4,0.9,0.4,1.0,2288.0,1990.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:57.987,0.4,0.9,0.4,1.0,2229.0,2081.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:58.990,0.4,0.9,0.4,1.0,2260.0,2050.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:41:59.988,0.4,0.9,0.4,1.0,2326.0,1970.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:00.989,0.4,0.9,0.4,0.9,2336.0,2038.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:01.987,0.4,0.9,0.4,1.0,2437.0,2020.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:02.989,0.4,0.9,0.4,1.0,2363.0,2000.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:03.988,0.4,0.9,0.4,1.0,2177.0,2060.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:19.989,0.4,1.0,0.4,1.0,2199.0,2048.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:20.988,0.4,0.9,0.4,0.9,2401.0,1956.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 20:42:21.990,0.4,0.9,0.4,1.0,2220.0,2084.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 20:42:22.988,0.4,1.0,0.4,1.0,2301.0,2033.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:22.058,0.4,0.9,0.4,1.0,2316.0,2054.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:23.057,0.4,1.0,0.4,1.1,2260.0,2007.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 21:13:24.058,0.4,0.9,0.4,1.1,2407.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:25.058,0.4,1.1,0.4,1.1,2438.0,2019.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:26.060,0.4,1.0,0.4,1.0,2470.0,2027.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:56.066,0.4,0.9,0.4,1.0,2339.0,1984.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:57.066,0.4,0.9,0.4,1.0,2268.0,2016.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:58.065,0.4,0.9,0.4,0.9,2231.0,2012.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:13:59.066,0.4,0.9,0.4,1.0,2342.0,2010.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:00.065,0.4,0.9,0.4,1.0,2152.0,2088.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 21:14:01.066,0.4,0.9,0.4,0.9,2368.0,1988.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:02.066,0.4,0.9,0.4,1.0,2350.0,1979.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:03.067,0.4,0.9,0.4,1.0,2302.0,2005.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:04.068,0.4,0.9,0.4,1.0,2389.0,1979.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:05.066,0.4,0.9,0.4,0.9,2239.0,2058.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:06.067,0.4,0.9,0.4,0.9,2278.0,2025.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:07.067,0.4,0.9,0.4,1.0,2331.0,2012.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:08.068,0.4,0.9,0.4,1.0,2246.0,2087.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:09.069,0.4,1.0,0.4,1.0,2262.0,2033.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:10.070,0.4,0.9,0.4,1.0,2312.0,1955.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:11.070,0.4,0.9,0.4,1.0,2281.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:12.069,0.4,0.8,0.4,0.9,2344.0,1961.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:13.069,0.4,0.9,0.4,0.9,2262.0,2014.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:14.070,0.4,0.9,0.4,1.0,2256.0,2003.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:15.070,0.4,0.9,0.4,1.0,2323.0,1994.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:16.071,0.4,0.9,0.4,1.0,2314.0,1975.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:17.071,0.4,0.9,0.4,0.9,2395.0,2010.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:18.070,0.4,0.9,0.4,0.9,2315.0,1996.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:19.071,0.4,0.9,0.4,1.0,2337.0,1996.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:20.070,0.4,1.0,0.4,1.0,2345.0,1970.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:21.069,0.4,0.9,0.4,1.0,2258.0,2008.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:22.071,0.4,0.8,0.4,0.9,2217.0,1998.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:23.071,0.4,0.9,0.4,1.0,2356.0,1977.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:24.072,0.4,0.9,0.4,0.9,2333.0,1970.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:14:27.074,0.4,0.9,0.4,0.9,2275.0,1959.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:03.327,0.4,0.9,0.4,0.9,2230.0,2020.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:03.334,0.5,1.2,0.5,1.2,2356.0,2193.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:03.342,0.5,1.2,0.5,1.2,2356.0,2193.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:03.342,0.5,1.2,0.5,1.2,2356.0,2193.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:03.342,0.5,1.2,0.5,1.2,2356.0,2193.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:04.090,0.5,1.1,0.5,1.1,2369.0,2155.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:04.090,0.5,1.1,0.5,1.1,2369.0,2155.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
